mito_area,mito_intensity_sum,mito_intensity_avg,nuclei_area,nuclei_intensity_sum,nuclei_intensity_avg,Delta Psi 1,cell_area,mito_content,cell_line,treatment,cell_id,cell_mito_count,cell_total_mito_area_(pixels_squared),cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension,cell_type
315,9162,29.085714285714285,403,2277,5.650124069478908,-100.77203233749589,1076,0.2927509293680297,A549,FCCP,A549_FCCP_A1_N2_24,4,62.75,85.53340255178499,20.60154694417049,17.118731646391286,0.5563560758987802,0.1707482993197278,0.2392755004766444,1.186850108784986,epithelial
1127,18421,16.345164152617567,284,2467,8.68661971830986,-38.87711459177383,1703,0.6617733411626542,A549,FCCP,A549_FCCP_A1_N2_3,1,280.75,18.0190106232064,30.406674596382825,18.771760783022813,0.7866834479265734,0.4758474576271186,0.6450315910396324,1.400648959004516,epithelial
431,6670,15.475638051044085,333,1563,4.693693693693693,-73.37240331444066,1063,0.405456255879586,A549,FCCP,A549_FCCP_A1_N2_55,1,104.25,32.60929567330845,20.03204031087413,16.861020682631864,0.539941395423457,0.2895833333333333,0.396011396011396,1.2097992227942431,epithelial
381,6033,15.83464566929134,274,1614,5.890510948905109,-60.814739993642576,960,0.396875,A549,FCCP,A549_FCCP_A1_N2_44,4,88.25,-2.4067777042246137,19.399800037125093,15.655662902920447,0.5905497274297912,0.2690548780487805,0.3824485373781148,1.1703254767889306,epithelial
356,13747,38.61516853932584,412,2988,7.252427184466019,-102.8470016375468,1198,0.2971619365609348,A549,FCCP,A549_FCCP_A1_N2_11,3,86.0,-22.579191654204937,24.424986743117465,14.164235051141944,0.8146822656920408,0.2239583333333333,0.3197026022304832,1.2880062442806195,epithelial
233,7526,32.30042918454936,644,3876,6.018633540372671,-103.3335466469048,1444,0.1613573407202216,A549,FCCP,A549_FCCP_A1_N2_58,2,41.5,34.84159626862773,24.288431543036733,14.37508906063022,0.8060487024277181,0.092530657748049,0.152854511970534,1.0702530904528251,epithelial
277,3519,12.703971119133572,358,1300,3.631284916201117,-77.01817655624711,753,0.3678618857901726,A549,FCCP,A549_FCCP_A1_N2_45,2,65.0,20.64864794747934,18.64688362716755,14.237458650567657,0.645772130643447,0.2490421455938697,0.3278688524590163,1.132464864889502,epithelial
318,11674,36.710691823899374,338,2053,6.07396449704142,-110.64197606903016,1065,0.2985915492957746,A549,FCCP,A549_FCCP_A1_N2_48,4,78.25,-53.463192337825326,21.12902015341005,14.445793085247836,0.7297684195175654,0.2173611111111111,0.332624867162593,1.2662145493439858,epithelial
241,12748,52.89626556016597,776,3996,5.149484536082475,-143.26032153137282,2089,0.1153662039253231,A549,FCCP,A549_FCCP_A1_N2_65,2,53.0,-16.245916382635066,31.58612239674415,15.423310112382024,0.8726792602644973,0.1044334975369458,0.1415220293724966,1.2906086936797607,epithelial
416,5896,14.173076923076923,319,1432,4.4890282131661445,-70.70703762563802,1112,0.3741007194244604,A549,FCCP,A549_FCCP_A1_N2_5,1,96.25,-18.84561864767984,36.87775229748409,10.445642501499153,0.9590459546457702,0.1741293532338308,0.3362445414847161,1.161854436259198,epithelial
124,10879,87.73387096774194,357,5018,14.056022408963583,-112.622311260663,1180,0.1050847457627118,A549,FCCP,A549_FCCP_A1_N2_56,3,25.0,-8.509401307082356,19.49937022780045,10.278394535030657,0.8497944704173284,0.11441647597254,0.1626016260162601,1.0116612198973152,epithelial
575,8887,15.455652173913045,284,1748,6.154929577464789,-56.62436947554127,1145,0.5021834061135371,A549,FCCP,A549_FCCP_A1_N2_54,4,136.75,-55.35979791923157,21.852149199614978,17.304068958955533,0.6106892452783942,0.351994851994852,0.464346349745331,1.1325096713317664,epithelial
266,6379,23.9812030075188,183,1413,7.721311475409836,-69.69709426545471,862,0.308584686774942,A549,FCCP,A549_FCCP_A1_N2_25,4,59.75,-33.47181105003664,18.32368469216318,15.057084271295349,0.5698799339935152,0.2069264069264069,0.2801875732708089,1.074239352180943,epithelial
181,9370,51.767955801104975,484,3334,6.888429752066116,-124.04108352341086,968,0.1869834710743801,A549,FCCP,A549_FCCP_A1_N2_51,1,45.25,-69.55207595550789,17.5041941123062,9.250681517066784,0.848943439761976,0.2571022727272727,0.3641851106639839,1.2704583643456675,epithelial
338,5059,14.967455621301776,234,1182,5.051282051282051,-66.80352237633538,766,0.4412532637075718,A549,FCCP,A549_FCCP_A1_N2_13,2,76.0,-82.46721831811078,22.77844627486428,11.506611221774056,0.8630295300620523,0.2587234042553192,0.374845869297164,1.237214687861118,epithelial
374,7508,20.074866310160427,302,2165,7.16887417218543,-63.327778599654046,858,0.4358974358974359,A549,FCCP,A549_FCCP_A1_N2_50,2,86.5,52.06170951318506,18.4270490338778,14.779943213975343,0.5972183745161476,0.2907563025210084,0.4085005903187721,1.2656920640152225,epithelial
247,7577,30.676113360323885,228,1439,6.31140350877193,-97.23926175328386,896,0.2756696428571428,A549,FCCP,A549_FCCP_A1_N2_29,1,54.5,-42.113674850536725,17.03443615649093,13.978687918243534,0.5714836112971076,0.2344086021505376,0.2941970310391363,1.2078349947645943,epithelial
251,4903,19.53386454183267,405,2538,6.266666666666667,-69.91965881312682,877,0.2862029646522235,A549,FCCP,A549_FCCP_A1_N2_57,4,55.75,48.30342269143384,18.293892883558645,14.387204206071818,0.6176558849525519,0.2111742424242424,0.270631067961165,1.134360470769106,epithelial
531,7083,13.33898305084746,362,1629,4.5,-66.8267245757277,1158,0.4585492227979275,A549,FCCP,A549_FCCP_A1_N2_71,1,125.0,-21.05140802639882,22.52863489516387,17.165842047174806,0.6476280875077882,0.3217503217503217,0.4180602006688963,1.298599287465882,epithelial
788,48271,61.25761421319797,638,5213,8.170846394984325,-123.89271271854489,3592,0.2193763919821826,A549,FCCP,A549_FCCP_A1_N2_46,2,172.75,-7.69963796575091,27.645608339713924,25.614093257647,0.3762558308008552,0.2247885491216655,0.3140909090909091,1.3101399200553645,epithelial
132,9102,68.95454545454545,216,3467,16.050925925925927,-89.64738076134552,1033,0.1277831558567279,A549,FCCP,A549_FCCP_A1_N2_73,3,20.25,-4.588181425230475,18.35235331625934,14.397909374028602,0.6200951634789669,0.0613636363636363,0.1018867924528302,0.8912215768968018,epithelial
242,7149,29.541322314049587,265,1957,7.384905660377359,-85.26064173931915,852,0.284037558685446,A549,FCCP,A549_FCCP_A1_N2_16,1,50.0,18.61495455302804,21.51101022016476,12.534742609532438,0.8126781068233603,0.1949317738791423,0.241254523522316,1.1033810518162916,epithelial
224,3222,14.383928571428571,202,862,4.267326732673268,-74.73012222509257,661,0.3388804841149773,A549,FCCP,A549_FCCP_A1_N2_40,2,45.25,-34.716255689263804,19.52462244772872,10.298909457370378,0.8495654893733651,0.190126050420168,0.2873015873015873,1.0647126528999662,epithelial
565,8903,15.757522123893803,248,1483,5.979838709677419,-59.58884140293824,1339,0.4219566840926064,A549,FCCP,A549_FCCP_A1_N2_59,1,127.5,0.4995174472028645,35.987024165131054,12.632773767431942,0.9363616223081958,0.265072765072765,0.3669064748201439,1.1148242257642906,epithelial
371,6991,18.84366576819407,344,1493,4.340116279069767,-90.29895454993364,1229,0.3018714401952807,A549,FCCP,A549_FCCP_A1_N2_30,1,87.25,-12.574239837353348,19.791030467013385,12.828236993484868,0.7614834191826476,0.2735109717868338,0.455019556714472,1.2288906734933764,epithelial
504,11332,22.484126984126984,272,2066,7.595588235294118,-66.7423835839703,1307,0.3856159143075746,A549,FCCP,A549_FCCP_A1_N2_62,1,120.75,6.454140734686703,28.76203616080104,14.85741827052296,0.8562488792015399,0.3028213166144201,0.3758754863813229,1.286802141710024,epithelial
332,6461,19.460843373493976,425,1775,4.176470588235294,-94.64467972187953,1192,0.2785234899328859,A549,FCCP,A549_FCCP_A1_N2_41,3,72.0,42.47500682306046,21.15067648339597,15.988098030979064,0.6546706245356941,0.2165413533834586,0.2748091603053435,1.1119973931539322,epithelial
378,6759,17.88095238095238,355,1847,5.20281690140845,-75.92395432955195,1053,0.358974358974359,A549,FCCP,A549_FCCP_A1_N2_36,3,85.75,50.19545682895198,24.936290958933817,13.037796431700787,0.8524282295729513,0.2099143206854345,0.3389328063241106,1.1582106529003724,epithelial
357,7509,21.03361344537815,321,1659,5.168224299065421,-86.32094682247869,1121,0.3184656556645852,A549,FCCP,A549_FCCP_A1_N2_6,2,81.25,-5.853925579185897,25.490446786919573,12.962859906339029,0.8610395689720528,0.2314814814814815,0.3243512974051896,1.2592945648551568,epithelial
333,8078,24.25825825825826,225,1296,5.76,-88.42590733325954,958,0.3475991649269311,A549,FCCP,A549_FCCP_A1_N2_32,1,77.0,35.927176401375,19.231719637100053,13.971981708589412,0.6871589115002208,0.2592592592592592,0.3684210526315789,1.3013232039622191,epithelial
170,13580,79.88235294117646,434,8220,18.94009216589862,-88.51535162192518,1110,0.1531531531531531,A549,FCCP,A549_FCCP_A1_N2_9,3,19.5,88.65446497208262,20.1658367309128,13.458466644083993,0.7447088858827228,0.075,0.0926365795724465,0.9617539714265266,epithelial
371,5930,15.983827493261456,274,1401,5.113138686131387,-70.09548535027706,949,0.3909378292939937,A549,FCCP,A549_FCCP_A1_N2_19,4,83.5,-65.06843412583355,19.990455366786104,14.276786843622869,0.6999619150608068,0.2609375,0.3786848072562358,1.1643220803633865,epithelial
314,32722,104.21019108280257,503,5737,11.405566600397616,-136.05696617765716,2350,0.1336170212765957,A549,FCCP,A549_FCCP_A1_N2_72,3,66.5,-17.152726189571382,28.38548109997097,14.394478996602446,0.8618830485326023,0.1511363636363636,0.2086274509803921,1.180022508649041,epithelial
619,14851,23.991922455573505,447,2144,4.796420581655481,-99.00560782880736,1541,0.4016872160934458,A549,FCCP,A549_FCCP_A1_N5_65,1,154.75,41.06843767144848,21.627402469147462,21.046092024450704,0.2302919753788512,0.3198966408268734,0.434691011235955,1.4186222899360654,epithelial
367,7087,19.31062670299728,216,1366,6.324074074074074,-68.65195297601059,869,0.4223245109321059,A549,FCCP,A549_FCCP_A1_N5_47,1,88.25,50.09277492348031,17.849689397283754,14.71419673760113,0.5660963368260733,0.3146167557932263,0.4299634591961023,1.2157071244850115,epithelial
540,10462,19.37407407407408,375,1946,5.189333333333333,-81.01582867719685,1308,0.4128440366972477,A549,FCCP,A549_FCCP_A1_N5_54,2,132.75,-53.57390105316633,21.262881373970323,18.72864082665302,0.4734626983433405,0.3408215661103979,0.4268488745980707,1.35628400032795,epithelial
538,10835,20.139405204460967,394,1170,2.969543147208122,-117.72761947186063,1431,0.3759608665269042,A549,FCCP,A549_FCCP_A1_N5_36,2,130.75,-31.501171732632947,24.43795155752045,16.76354570596586,0.727635837893881,0.2714063310845874,0.410840534171249,1.472070762580643,epithelial
678,19539,28.81858407079646,409,2162,5.286063569682152,-104.30071695274248,1608,0.4216417910447761,A549,FCCP,A549_FCCP_A1_N5_76,1,164.25,-64.0135781998468,22.047019957998792,20.312602934782365,0.3887791008870462,0.3395348837209302,0.4713055954088953,1.4893045536882834,epithelial
772,15379,19.92098445595855,495,1917,3.872727272727273,-100.72560349269888,1835,0.420708446866485,A549,FCCP,A549_FCCP_A1_N5_8,1,185.75,20.25245084571901,26.318752953940905,21.680756662936403,0.5669154478527585,0.3237472766884531,0.4155480984340045,1.3230308293906343,epithelial
307,4386,14.286644951140063,450,1126,2.502222222222222,-107.141976260505,1342,0.22876304023845,A549,FCCP,A549_FCCP_A1_N5_2,3,63.75,-53.82664996498158,26.425910830418733,14.575179321304203,0.8341426285794775,0.1295731707317073,0.2133891213389121,1.0334133035408375,epithelial
339,3174,9.36283185840708,383,964,2.5169712793733683,-80.79202652897428,1287,0.2634032634032634,A549,FCCP,A549_FCCP_A1_N5_6,8,66.0,37.247336776843326,21.243207446818225,19.307024930964992,0.4171091630493363,0.1497447532614861,0.2064112587959343,0.8693405063999137,epithelial
343,7023,20.47521865889213,237,1564,6.59915611814346,-69.63482203491175,793,0.4325346784363177,A549,FCCP,A549_FCCP_A1_N5_41,1,82.0,50.60161095017845,18.3848924169448,13.488929725479393,0.6794774206023327,0.2923351158645276,0.4254215304798962,1.2782479916601397,epithelial
644,12104,18.795031055900623,465,1679,3.610752688172043,-101.45509108922973,1499,0.4296197464976651,A549,FCCP,A549_FCCP_A1_N5_12,1,159.5,-25.91062655815172,23.23546953622185,19.722676887268136,0.5286857096564584,0.3382820784729586,0.4449093444909344,1.481398841779675,epithelial
552,12828,23.23913043478261,431,2434,5.647331786542924,-87.00124136217187,1222,0.4517184942716857,A549,FCCP,A549_FCCP_A1_N5_84,1,138.0,89.72492108238053,23.75344436002592,16.508724805788965,0.7190064404953185,0.3670212765957447,0.4520884520884521,1.4473784914826011,epithelial
322,6083,18.89130434782609,400,1326,3.315,-107.02501246601598,1038,0.3102119460500963,A549,FCCP,A549_FCCP_A1_N5_45,1,78.75,60.56359891391141,23.062762482281865,13.72887157443862,0.8035160802889915,0.1988636363636363,0.3274428274428274,1.3633013587560538,epithelial
646,16092,24.91021671826625,502,2459,4.898406374501992,-100.02163856590076,1887,0.3423423423423423,A549,FCCP,A549_FCCP_A1_N5_75,1,153.75,43.307646796780126,25.89332376269147,21.580592699365493,0.5526064089582736,0.2784065187867813,0.3516295025728988,1.213187306170523,epithelial
490,10391,21.206122448979592,430,1601,3.7232558139534886,-106.99102297199036,1403,0.3492516037063435,A549,FCCP,A549_FCCP_A1_N5_71,2,110.5,19.2078277814628,24.390872289427403,17.330402249051293,0.7036687406253532,0.2577259475218659,0.3374045801526718,1.2997035752453483,epithelial
137,2008,14.656934306569344,273,1002,3.67032967032967,-85.15487221420415,806,0.1699751861042183,A549,FCCP,A549_FCCP_A1_N5_5,2,23.25,25.547937787967136,15.76643961300953,12.962759923787535,0.569235961475064,0.1043771043771043,0.1483253588516746,1.019628247318848,epithelial
804,15046,18.713930348258707,589,2084,3.538200339558574,-102.43747289175109,2083,0.3859817570811329,A549,FCCP,A549_FCCP_A1_N5_28,1,193.5,31.45212743569104,27.016712846129977,20.65254254147813,0.6446998566871047,0.3049645390070922,0.4484356894553882,1.3958120807054986,epithelial
678,14532,21.43362831858407,467,1849,3.9593147751606,-103.86674309847189,1641,0.413162705667276,A549,FCCP,A549_FCCP_A1_N5_33,1,168.25,-5.293812942015037,22.9238770792823,21.16196782596305,0.384461876550219,0.3254352030947775,0.4433465085638998,1.452161714691006,epithelial
134,2667,19.902985074626866,291,670,2.3024054982817868,-132.6502896595814,953,0.1406086044071353,A549,FCCP,A549_FCCP_A1_N5_85,1,32.25,9.16284820497174,16.333493715183707,10.932434089969446,0.7429687312507048,0.1535714285714285,0.2433962264150943,1.1564132070581945,epithelial
452,7694,17.02212389380531,314,995,3.168789808917197,-103.39159536212468,1163,0.3886500429922614,A549,FCCP,A549_FCCP_A1_N5_74,1,112.0,-81.73326659079402,23.72529358475495,15.207081827202622,0.7675701410785231,0.3074811256005491,0.4083865086599818,1.3266317117979105,epithelial
382,6424,16.81675392670157,298,1357,4.553691275167785,-80.3459046319693,1048,0.3645038167938931,A549,FCCP,A549_FCCP_A1_N5_46,1,89.25,-1.5256863589131229,18.50533827291489,16.323624181771244,0.4710555863913706,0.2692307692307692,0.3801916932907348,1.3247817022348725,epithelial
376,8664,23.04255319148936,312,2039,6.535256410256411,-77.49806034534649,984,0.3821138211382114,A549,FCCP,A549_FCCP_A1_N5_51,2,82.25,10.025184955483494,21.899295664330168,15.283015979407375,0.7162175753032965,0.1958333333333333,0.3299899699097292,1.2962497231716843,epithelial
389,8141,20.9280205655527,322,1981,6.152173913043479,-75.2934325932854,945,0.4116402116402116,A549,FCCP,A549_FCCP_A1_N5_44,4,91.5,-32.2792405199807,18.301054792145123,15.599599514710777,0.5229098348243287,0.307563025210084,0.4103139013452915,1.362270780899836,epithelial
504,9367,18.58531746031746,488,1698,3.479508196721312,-103.04207683335642,1373,0.3670793882010196,A549,FCCP,A549_FCCP_A1_N5_16,1,123.0,-22.819467654628426,24.389966489655887,17.16801486167718,0.7103024389897816,0.2847222222222222,0.3758594346829641,1.3178784583892398,epithelial
467,11708,25.07066381156317,323,1657,5.130030959752322,-97.57508180024683,1174,0.3977853492333901,A549,FCCP,A549_FCCP_A1_N5_59,2,113.25,-18.04047539148928,22.96980923725881,15.389257866300577,0.7423813061823868,0.2920696324951644,0.4106980961015412,1.3190104726223195,epithelial
253,4817,19.039525691699605,245,1214,4.955102040816326,-82.78511044492102,852,0.2969483568075117,A549,FCCP,A549_FCCP_A1_N5_25,2,59.75,7.589860123539222,18.584954848635807,11.129658233779926,0.8008588753595438,0.3103896103896104,0.3711180124223602,1.2903903235003868,epithelial
497,7707,15.507042253521126,461,1478,3.2060737527114966,-96.93920287194676,1825,0.2723287671232877,A549,FCCP,A549_FCCP_A1_N5_20,5,117.5,-40.94022971184435,24.637641638315063,20.736336297560616,0.5400192792985374,0.2128623188405796,0.2986022871664548,1.1597505496020868,epithelial
509,10628,20.88015717092338,311,1964,6.315112540192926,-73.54500338603127,1238,0.4111470113085622,A549,FCCP,A549_FCCP_A1_N5_79,2,126.25,-25.693276405985586,22.74013777646009,15.98702941094554,0.7111588729042093,0.3355481727574751,0.4437609841827768,1.3055189107352232,epithelial
535,13313,24.88411214953271,363,1574,4.336088154269972,-107.45630173763988,1344,0.3980654761904761,A549,FCCP,A549_FCCP_A1_N5_81,2,131.0,84.48389083056307,22.440794655471493,17.656673292468817,0.6171934903475879,0.3147147147147147,0.4229217110573042,1.2945052747803636,epithelial
602,13521,22.460132890365447,339,1196,3.528023598820059,-113.83674839356831,1763,0.3414634146341463,A549,FCCP,A549_FCCP_A1_N5_11,2,144.5,-48.54992390780728,26.078757212004515,19.37524051192028,0.6693457336652952,0.2675925925925925,0.3690932311621966,1.3025261318050911,epithelial
474,6946,14.654008438818565,416,1337,3.2139423076923075,-93.30875907824816,1207,0.3927091963545981,A549,FCCP,A549_FCCP_A1_N5_24,1,116.75,61.88068972021645,20.47304337530938,17.738469671172435,0.4992976561956697,0.3243055555555555,0.4125441696113074,1.3768283530455585,epithelial
512,11653,22.759765625,405,2005,4.950617283950617,-93.81714539232696,1223,0.4186426819296811,A549,FCCP,A549_FCCP_A1_N5_68,1,126.5,25.27272311161399,25.51258420443089,15.920488472979848,0.7814044353576469,0.2480392156862745,0.4090541632983023,1.3400504483012394,epithelial
410,7920,19.317073170731707,552,2358,4.271739130434782,-92.80154985282869,1293,0.317092034029389,A549,FCCP,A549_FCCP_A1_N5_52,2,100.0,23.61256374357014,25.05337426561337,15.048056460094015,0.7995196674923029,0.2450980392156862,0.3386960203217612,1.3013874639592835,epithelial
545,9365,17.18348623853211,901,2404,2.668146503884573,-114.54773410334334,2144,0.2541977611940298,A549,FCCP,A549_FCCP_A1_N5_43,2,133.25,-30.72745742883712,35.27454470705039,19.09740020866864,0.8407695015668673,0.1685641998734977,0.2576123731271145,1.2823958672419042,epithelial
884,13027,14.736425339366516,432,1387,3.2106481481481484,-93.71674492583575,2088,0.4233716475095785,A549,FCCP,A549_FCCP_A1_N5_15,3,214.5,-50.09834138328871,48.12284247363977,14.663477912040229,0.9524453995379668,0.1751735402204981,0.40625,1.2738761560264773,epithelial
395,7025,17.78481012658228,373,1243,3.3324396782841825,-102.99036353218663,1089,0.3627180899908173,A549,FCCP,A549_FCCP_A1_N5_61,1,98.75,19.38933442373846,19.930250858500976,16.1903127712197,0.5831720491201748,0.3069153069153069,0.3953953953953954,1.2733107972446975,epithelial
275,4871,17.71272727272727,252,1266,5.023809523809524,-77.49583763825729,704,0.390625,A549,FCCP,A549_FCCP_A1_N5_53,1,68.75,70.72009460504002,15.827933932313442,12.930492778749295,0.5767208399587673,0.3305288461538461,0.4303599374021909,1.3563913046776748,epithelial
371,8576,23.11590296495957,346,1509,4.361271676300578,-102.56706392507094,1022,0.363013698630137,A549,FCCP,A549_FCCP_A1_N5_72,1,92.75,33.87199068082509,22.965116716649405,13.825702728960756,0.798473024381049,0.2453703703703703,0.3848547717842324,1.2925612547862857,epithelial
362,6789,18.75414364640884,414,1706,4.120772946859903,-93.1954990473483,1048,0.3454198473282442,A549,FCCP,A549_FCCP_A1_N5_19,2,86.5,-16.862530282481657,22.80241529914517,12.779623595285726,0.828187967091561,0.287375415282392,0.3814773980154355,1.337448573696309,epithelial
610,16746,27.452459016393444,365,2222,6.087671232876712,-92.63069293226609,1499,0.4069379586390927,A549,FCCP,A549_FCCP_A1_N5_62,1,148.25,-61.7120993817219,24.68049530109337,18.500050271894832,0.6619117118038105,0.3392448512585812,0.4193776520509193,1.296301812009611,epithelial
197,3504,17.78680203045685,316,861,2.7246835443037973,-115.3804225973647,746,0.2640750670241287,A549,FCCP,A549_FCCP_A1_N5_49,1,41.5,43.96210126082053,19.238742881475183,11.74484637991286,0.7920325284313586,0.162109375,0.2423357664233576,1.331073229833971,epithelial
461,8302,18.008676789587852,359,938,2.6128133704735377,-118.72120669355098,1251,0.3685051958433253,A549,FCCP,A549_FCCP_A1_N5_82,2,115.25,-84.08917536906083,23.14782585290321,16.764020399757005,0.6895734378950932,0.2824754901960784,0.3819386909693454,1.227462130473636,epithelial
496,11246,22.673387096774192,506,2331,4.606719367588933,-98.01106738130406,1459,0.3399588759424263,A549,FCCP,A549_FCCP_A1_N5_69,1,119.75,21.05407547783226,21.560651893887727,20.15866993353473,0.3547136857996976,0.2721590909090909,0.351947097722263,1.2019559477856454,epithelial
417,8611,20.649880095923265,339,1466,4.32448377581121,-96.15012937661986,1216,0.3429276315789473,A549,FCCP,A549_FCCP_A1_N5_83,1,93.25,47.120112041375215,22.254943199073825,15.836189806755026,0.7026042952398531,0.2391025641025641,0.3409506398537477,1.317719672032644,epithelial
254,5172,20.362204724409448,225,1318,5.857777777777778,-76.62347484093353,758,0.3350923482849604,A549,FCCP,A549_FCCP_A1_N5_34,2,61.25,-21.56513500458261,16.423922901568318,13.008823884817769,0.6104360162313742,0.2651515151515151,0.3689759036144578,1.101653576559129,epithelial
442,9150,20.70135746606335,432,1682,3.893518518518519,-102.75949047003978,1360,0.325,A549,FCCP,A549_FCCP_A1_N5_4,1,108.0,28.75574237677103,18.5366121674172,17.168184438536496,0.3770889889631277,0.291497975708502,0.445360824742268,1.3915437631671976,epithelial
